,id,sentiment,date,ticker,entry_date,exit_date,entry_price,exit_price
85,ACN_81589,0.5157894736842106,2015-03-26,ACN,2015-03-27,2015-03-30,81.3427,81.7752
86,ACN_85902,0.625,2015-06-25,ACN,2015-06-26,2015-06-29,87.5092,84.6273
87,ACN_90286,0.4153846153846154,2015-09-24,ACN,2015-09-25,2015-09-28,86.0985,83.9904
88,ACN_94547,0.5789473684210527,2015-12-17,ACN,2015-12-18,2015-12-21,91.2432,91.1242
89,ACN_98255,0.4683544303797468,2016-03-24,ACN,2016-03-25,2016-03-28,101.258,101.02
90,ACN_107221,0.2727272727272727,2016-09-29,ACN,2016-09-30,2016-10-03,108.787,107.984
91,ACN_124061,0.5348837209302325,2017-09-28,ACN,2017-09-29,2017-10-02,126.138,124.809
92,ACN_128115,0.53125,2017-12-21,ACN,2017-12-22,2017-12-25,144.918,142.338
93,ACN_131941,0.2888888888888888,2018-03-22,ACN,2018-03-23,2018-03-26,140.801,142.2
94,ACN_140575,0.5102040816326531,2018-09-27,ACN,2018-09-28,2018-10-01,159.56,162.864
95,ACN_144932,0.3333333333333333,2018-12-20,ACN,2018-12-21,2018-12-24,133.569,126.605
96,ACN_149221,0.2244897959183673,2019-03-28,ACN,2019-03-29,2019-04-01,166.029,167.0
97,ACN_153631,0.4222222222222222,2019-06-27,ACN,2019-06-28,2019-07-01,175.939,178.458
98,ACN_158105,0.3968253968253968,2019-09-26,ACN,2019-09-27,2019-09-30,184.858,183.697
99,ACN_162410,0.6486486486486487,2019-12-19,ACN,2019-12-20,2019-12-23,202.487,202.209
100,ACN_166398,0.16,2020-03-19,ACN,2020-03-20,2020-03-23,151.654,138.331
101,ACN_170926,0.180327868852459,2020-06-25,ACN,2020-06-26,2020-06-29,209.669,205.72
102,ACN_175350,0.4666666666666667,2020-09-24,ACN,2020-09-25,2020-09-28,206.801,216.245
103,ACN_180433,0.6097560975609756,2020-12-17,ACN,2020-12-18,2020-12-21,257.167,254.757
104,ADBE_65522,0.5471698113207547,2014-03-19,ADBE,2014-03-20,2014-03-23,67.55,65.24
105,ADBE_68991,0.3939393939393939,2014-06-18,ADBE,2014-06-19,2014-06-22,73.2,72.89
106,ADBE_73195,0.6,2014-09-17,ADBE,2014-09-18,2014-09-21,67.28,67.2
107,ADBE_81398,0.6666666666666666,2015-03-18,ADBE,2015-03-19,2015-03-22,76.48,76.35
108,ADBE_85855,0.7014925373134329,2015-06-17,ADBE,2015-06-18,2015-06-21,77.82,82.28
109,ADBE_90262,0.6438356164383562,2015-09-18,ADBE,2015-09-19,2015-09-22,81.42,84.66
110,ADBE_94490,0.4827586206896552,2015-12-11,ADBE,2015-12-12,2015-12-15,91.71,94.02
111,ADBE_98380,0.3454545454545454,2016-03-18,ADBE,2016-03-19,2016-03-22,92.69,92.56
112,ADBE_102882,0.7254901960784313,2016-06-22,ADBE,2016-06-23,2016-06-26,94.73,90.85
113,ADBE_107166,0.6949152542372882,2016-09-21,ADBE,2016-09-22,2016-09-25,107.46,107.26
114,ADBE_111317,0.72,2016-12-16,ADBE,2016-12-17,2016-12-20,103.57,105.77
115,ADBE_115147,0.4827586206896552,2017-03-17,ADBE,2017-03-18,2017-03-21,126.99,125.07
116,ADBE_119623,0.6363636363636364,2017-06-21,ADBE,2017-06-22,2017-06-25,145.15,144.96
117,ADBE_128057,0.6666666666666666,2017-12-15,ADBE,2017-12-16,2017-12-19,178.42,174.97
118,ADBE_131729,0.6129032258064516,2018-03-16,ADBE,2018-03-17,2018-03-20,224.48,229.75
119,ADBE_136173,0.3968253968253968,2018-06-15,ADBE,2018-06-16,2018-06-19,250.52,251.74
120,ADBE_140492,0.6712328767123288,2018-09-14,ADBE,2018-09-15,2018-09-18,275.0,270.79
121,ADBE_144885,0.5384615384615384,2018-12-14,ADBE,2018-12-15,2018-12-18,226.93,226.18
122,ADBE_148908,0.5308641975308642,2019-03-15,ADBE,2019-03-16,2019-03-19,257.11,260.42
123,ADBE_153566,0.8024691358024691,2019-06-19,ADBE,2019-06-20,2019-06-23,293.25,299.87
124,ADBE_158045,0.589041095890411,2019-09-18,ADBE,2019-09-19,2019-09-22,280.17,277.44
125,ADBE_162375,0.8148148148148148,2019-12-13,ADBE,2019-12-14,2019-12-17,319.27,322.85
126,ADBE_166217,0.0526315789473684,2020-03-13,ADBE,2020-03-14,2020-03-17,288.3558,311.81
127,ADBE_170795,0.5,2020-06-12,ADBE,2020-06-13,2020-06-16,398.8,411.67
128,ADBE_175305,0.5172413793103449,2020-09-16,ADBE,2020-09-17,2020-09-20,464.4422,475.64
129,ADBE_180389,0.7647058823529411,2020-12-10,ADBE,2020-12-11,2020-12-14,475.9752,486.42
130,ADP_62969,0.1868131868131868,2014-02-05,ADP,2014-02-06,2014-02-09,52.9103,53.6311
131,ADP_66710,0.2777777777777778,2014-04-30,ADP,2014-05-01,2014-05-04,56.5149,56.4478
132,ADP_70451,0.2525252525252525,2014-07-31,ADP,2014-08-01,2014-08-04,58.9744,59.223
133,ADP_74313,0.3666666666666666,2014-10-29,ADP,2014-10-30,2014-11-02,65.1264,68.3444
134,ADP_78475,0.3734939759036144,2015-02-04,ADP,2015-02-05,2015-02-08,72.6858,72.3287
135,ADP_82986,0.3829787234042553,2015-04-30,ADP,2015-05-01,2015-05-04,71.4965,73.1641
136,ADP_87173,0.2424242424242424,2015-07-30,ADP,2015-07-31,2015-08-03,68.238,68.1591
137,ADP_91199,-0.0136986301369863,2015-10-28,ADP,2015-10-29,2015-11-01,75.2697,74.4837
138,ADP_95387,0.1954022988505747,2016-02-03,ADP,2016-02-04,2016-02-07,70.668,69.9954
139,ADP_99849,0.3023255813953488,2016-04-29,ADP,2016-04-30,2016-05-03,76.4916,76.9857
140,ADP_104054,0.323943661971831,2016-07-29,ADP,2016-07-30,2016-08-02,76.8061,76.7253
141,ADP_108842,0.1142857142857142,2016-11-02,ADP,2016-11-03,2016-11-06,78.9344,79.4887
142,ADP_112031,0.032258064516129,2017-02-01,ADP,2017-02-02,2017-02-05,84.0499,85.1446
143,ADP_117088,0.1379310344827586,2017-05-03,ADP,2017-05-04,2017-05-07,87.2443,85.8192
144,ADP_120447,0.2207792207792207,2017-07-27,ADP,2017-07-28,2017-07-31,102.862,106.136
145,ADP_125704,0.4716981132075472,2017-11-02,ADP,2017-11-03,2017-11-06,102.793,99.8631
146,ADP_128675,0.1428571428571428,2018-01-31,ADP,2018-02-01,2018-02-04,110.594,102.901
147,ADP_133521,0.3928571428571428,2018-05-02,ADP,2018-05-03,2018-05-06,110.367,113.907
148,ADP_137665,0.6521739130434783,2018-08-01,ADP,2018-08-02,2018-08-05,119.874,123.592
149,ADP_141870,0.40625,2018-10-31,ADP,2018-11-01,2018-11-04,131.669,129.539
150,ADP_145566,0.1463414634146341,2019-01-31,ADP,2019-02-01,2019-02-04,128.72,132.311
151,ADP_150553,0.2391304347826087,2019-05-01,ADP,2019-05-02,2019-05-05,145.811,148.406
152,ADP_154938,0.125,2019-07-31,ADP,2019-08-01,2019-08-04,153.74,148.633
153,ADP_159177,-0.0833333333333333,2019-10-30,ADP,2019-10-31,2019-11-03,152.822,151.374
154,ADP_162832,0.1764705882352941,2020-01-29,ADP,2020-01-30,2020-02-02,158.849,163.534
155,ADP_167356,-0.1428571428571428,2020-04-29,ADP,2020-04-30,2020-05-03,136.689,136.689
156,ADP_171821,-0.3580246913580246,2020-07-29,ADP,2020-07-30,2020-08-02,127.754,127.941
157,ADP_176106,0.0222222222222222,2020-10-28,ADP,2020-10-29,2020-11-01,148.149,154.668
158,AMAT_63578,0.3432835820895522,2014-02-13,AMAT,2014-02-14,2014-02-17,16.5298,16.6529
159,AMAT_68527,0.3409090909090909,2014-05-16,AMAT,2014-05-17,2014-05-20,17.713,17.6386
160,AMAT_72603,0.7368421052631579,2014-08-15,AMAT,2014-08-16,2014-08-19,20.0475,19.6644
161,AMAT_76773,0.5757575757575758,2014-11-14,AMAT,2014-11-15,2014-11-18,20.2371,20.3175
162,AMAT_79051,0.2340425531914893,2015-02-12,AMAT,2015-02-13,2015-02-16,21.5989,21.7072
163,AMAT_85290,0.4915254237288136,2015-05-15,AMAT,2015-05-16,2015-05-19,18.2251,18.0723
164,AMAT_89590,0.2043010752688172,2015-08-14,AMAT,2015-08-15,2015-08-18,14.9536,15.032
165,AMAT_93794,0.5319148936170213,2015-11-13,AMAT,2015-11-14,2015-11-17,15.5858,16.2955
166,AMAT_96624,0.4022988505747126,2016-02-19,AMAT,2016-02-20,2016-02-23,17.1006,17.0212
167,AMAT_102476,0.4457831325301205,2016-05-20,AMAT,2016-05-21,2016-05-24,21.0392,21.6953
168,AMAT_106671,0.6699029126213593,2016-08-19,AMAT,2016-08-20,2016-08-23,27.2469,27.7541
169,AMAT_110907,0.5555555555555556,2016-11-18,AMAT,2016-11-19,2016-11-22,28.6136,29.4414
170,AMAT_113117,0.7272727272727273,2017-02-16,AMAT,2017-02-17,2017-02-20,32.6029,34.1038
171,AMAT_119165,0.5757575757575758,2017-05-19,AMAT,2017-05-20,2017-05-23,41.1969,41.9621
172,AMAT_123422,0.8095238095238095,2017-08-18,AMAT,2017-08-19,2017-08-22,41.2146,41.6266
173,AMAT_127617,0.7368421052631579,2017-11-17,AMAT,2017-11-18,2017-11-21,53.0644,55.0674
174,AMAT_129727,0.71875,2018-02-15,AMAT,2018-02-16,2018-02-19,50.4717,53.2509
175,AMAT_135726,0.6831683168316832,2018-05-18,AMAT,2018-05-19,2018-05-22,47.6557,47.2268
176,AMAT_139981,0.5384615384615384,2018-08-17,AMAT,2018-08-18,2018-08-21,41.3299,41.2911
177,AMAT_144323,0.3333333333333333,2018-11-16,AMAT,2018-11-17,2018-11-20,33.406,33.9072
178,AMAT_146727,0.3061224489795918,2019-02-15,AMAT,2019-02-16,2019-02-19,37.1778,37.4637
179,AMAT_153053,0.3111111111111111,2019-05-17,AMAT,2019-05-18,2019-05-21,40.0484,39.5421
180,AMAT_157446,0.5,2019-08-16,AMAT,2019-08-17,2019-08-20,45.8412,45.0024
181,AMAT_161729,0.5555555555555556,2019-11-15,AMAT,2019-11-16,2019-11-19,59.8696,58.9515
182,AMAT_163906,0.4925373134328358,2020-02-13,AMAT,2020-02-14,2020-02-17,65.4848,63.4539
183,AMAT_170019,0.3783783783783784,2020-05-15,AMAT,2020-05-16,2020-05-19,52.1274,54.0153
184,AMAT_179686,0.6538461538461539,2020-11-13,AMAT,2020-11-14,2020-11-17,71.5763,72.9501
185,AMD_62074,0.4177215189873418,2014-01-22,AMD,2014-01-23,2014-01-26,3.67,3.41
186,AMD_65914,0.6170212765957447,2014-04-18,AMD,2014-04-19,2014-04-22,4.01,4.3
187,AMD_69226,0.1604938271604938,2014-07-18,AMD,2014-07-19,2014-07-22,3.86,3.8
188,AMD_73445,0.3220338983050847,2014-10-17,AMD,2014-10-18,2014-10-21,2.79,2.77
189,AMD_77617,0.0625,2015-01-21,AMD,2015-01-22,2015-01-25,2.42,2.61
190,AMD_81903,0.0,2015-04-17,AMD,2015-04-18,2015-04-21,2.56,2.35
191,AMD_86059,0.1290322580645161,2015-07-17,AMD,2015-07-18,2015-07-21,1.82,1.8
192,AMD_90451,0.35,2015-10-16,AMD,2015-10-17,2015-10-20,1.91,2.02
193,AMD_94697,0.217391304347826,2016-01-20,AMD,2016-01-21,2016-01-24,1.82,2.12
194,AMD_99069,0.5625,2016-04-22,AMD,2016-04-23,2016-04-26,3.81,3.66
195,AMD_103274,0.6,2016-07-22,AMD,2016-07-23,2016-07-26,5.93,6.98
196,AMD_107499,0.6666666666666666,2016-10-21,AMD,2016-10-22,2016-10-25,6.57,7.5
197,AMD_111995,0.5,2017-02-01,AMD,2017-02-02,2017-02-05,11.98,13.63
198,AMD_116749,0.2857142857142857,2017-05-02,AMD,2017-05-03,2017-05-06,10.29,10.04
199,AMD_120154,0.3333333333333333,2017-07-26,AMD,2017-07-27,2017-07-30,14.99,13.61
200,AMD_124458,0.5555555555555556,2017-10-25,AMD,2017-10-26,2017-10-29,12.45,10.89
201,AMD_128627,0.3432835820895522,2018-01-31,AMD,2018-02-01,2018-02-04,13.62,11.57
202,AMD_132707,0.4594594594594595,2018-04-26,AMD,2018-04-27,2018-04-30,11.2,10.88
203,AMD_136807,0.8181818181818182,2018-07-26,AMD,2018-07-27,2018-07-30,19.07,19.42
204,AMD_141122,0.238095238095238,2018-10-25,AMD,2018-10-26,2018-10-29,18.49,16.85
205,AMD_145444,0.2,2019-01-30,AMD,2019-01-31,2019-02-03,23.02,24.13
206,AMD_150454,0.5918367346938775,2019-05-01,AMD,2019-05-02,2019-05-05,26.94,27.42
207,AMD_154796,0.1666666666666666,2019-07-31,AMD,2019-08-01,2019-08-04,30.5,27.99
208,AMD_159075,0.2463768115942029,2019-10-30,AMD,2019-10-31,2019-11-03,32.98,36.29
209,AMD_162791,0.3157894736842105,2020-01-29,AMD,2020-01-30,2020-02-02,46.49,48.02
210,AMD_167229,0.0864197530864197,2020-04-29,AMD,2020-04-30,2020-05-03,53.43,52.56
211,AMD_171673,0.5157894736842106,2020-07-29,AMD,2020-07-30,2020-08-02,75.37,77.67
212,AMD_175929,0.6533333333333333,2020-10-27,AMD,2020-10-28,2020-10-31,78.73,74.7
213,AMGN_62376,0.3,2014-01-29,AMGN,2014-01-30,2014-02-02,94.4061,91.7908
214,AMGN_66011,0.0588235294117647,2014-04-23,AMGN,2014-04-24,2014-04-27,90.2499,88.095
215,AMGN_70150,0.28,2014-07-30,AMGN,2014-07-31,2014-08-03,102.032,102.247
216,AMGN_74087,-0.1304347826086956,2014-10-28,AMGN,2014-10-29,2014-11-01,126.102,128.987
217,AMGN_77862,0.3809523809523809,2015-01-28,AMGN,2015-01-29,2015-02-01,124.128,122.24
218,AMGN_82042,0.48,2015-04-22,AMGN,2015-04-23,2015-04-26,135.361,130.825
219,AMGN_87308,0.6,2015-07-31,AMGN,2015-08-01,2015-08-04,143.144,141.54
220,AMGN_91384,-0.1515151515151515,2015-10-29,AMGN,2015-10-30,2015-11-02,131.03,132.028
221,AMGN_95154,0.2307692307692307,2016-01-29,AMGN,2016-01-30,2016-02-02,123.737,122.711
222,AMGN_99830,0.3846153846153846,2016-04-29,AMGN,2016-04-30,2016-05-03,130.572,128.752
223,AMGN_103789,0.1111111111111111,2016-07-28,AMGN,2016-07-29,2016-08-01,142.157,144.327
224,AMGN_108199,0.28,2016-10-28,AMGN,2016-10-29,2016-11-01,122.143,117.343
225,AMGN_112253,0.3846153846153846,2017-02-03,AMGN,2017-02-04,2017-02-07,139.449,139.996
226,AMGN_116155,0.073170731707317,2017-04-27,AMGN,2017-04-28,2017-05-01,137.2,137.396
227,AMGN_120155,0.2432432432432432,2017-07-26,AMGN,2017-07-27,2017-07-30,148.912,148.511
228,AMGN_124632,0.3928571428571428,2017-10-26,AMGN,2017-10-27,2017-10-30,150.085,149.588
229,AMGN_128891,0.3703703703703703,2018-02-02,AMGN,2018-02-03,2018-02-06,161.163,152.383
230,AMGN_132560,0.0,2018-04-25,AMGN,2018-04-26,2018-04-29,152.481,151.641
231,AMGN_137110,0.217391304347826,2018-07-27,AMGN,2018-07-28,2018-07-31,167.734,172.161
232,AMGN_141842,0.5882352941176471,2018-10-31,AMGN,2018-11-01,2018-11-04,170.031,167.47
233,AMGN_145453,0.3191489361702128,2019-01-30,AMGN,2019-01-31,2019-02-03,164.066,165.318
234,AMGN_150483,0.1641791044776119,2019-05-01,AMGN,2019-05-02,2019-05-05,157.556,158.455
235,AMGN_154825,0.2941176470588235,2019-07-31,AMGN,2019-08-01,2019-08-04,168.222,163.803
236,AMGN_159076,0.7058823529411765,2019-10-30,AMGN,2019-10-31,2019-11-03,190.983,194.874
237,AMGN_163031,0.6470588235294118,2020-01-31,AMGN,2020-02-01,2020-02-04,198.002,202.95
238,AMGN_176251,0.5,2020-10-29,AMGN,2020-10-30,2020-11-02,201.933,205.667
239,AMT_64367,0.3559322033898305,2014-02-25,AMT,2014-02-26,2014-03-01,67.8845,68.6425
240,AMT_66993,0.6590909090909091,2014-05-01,AMT,2014-05-02,2014-05-05,72.8169,74.7868
241,AMT_70260,0.4,2014-07-30,AMT,2014-07-31,2014-08-03,81.3989,81.1561
242,AMT_74620,0.5185185185185185,2014-10-30,AMT,2014-10-31,2014-11-03,84.8668,82.5713
243,AMT_79924,0.4285714285714285,2015-02-24,AMT,2015-02-25,2015-02-28,80.7712,85.0582
244,AMT_82991,0.6470588235294118,2015-04-30,AMT,2015-05-01,2015-05-04,81.3485,81.3387
245,AMT_86927,0.4098360655737705,2015-07-29,AMT,2015-07-30,2015-08-02,82.9355,82.3473
246,AMT_91754,0.2394366197183098,2015-10-29,AMT,2015-10-30,2015-11-02,88.6406,90.3212
247,AMT_97277,0.7222222222222222,2016-02-26,AMT,2016-02-27,2016-03-01,78.6662,82.6265
248,AMT_99875,0.1746031746031746,2016-04-29,AMT,2016-04-30,2016-05-03,92.0661,91.3239
249,AMT_103896,0.2413793103448276,2016-07-28,AMT,2016-07-29,2016-08-01,102.458,103.129
250,AMT_108076,0.2857142857142857,2016-10-27,AMT,2016-10-28,2016-10-31,102.744,103.76
251,AMT_114004,0.4285714285714285,2017-02-27,AMT,2017-02-28,2017-03-03,100.731,102.981
252,AMT_116197,0.5666666666666667,2017-04-27,AMT,2017-04-28,2017-05-01,112.267,114.103
253,AMT_120452,0.75,2017-07-27,AMT,2017-07-28,2017-07-31,121.544,122.6
254,AMT_125249,0.5333333333333333,2017-10-31,AMT,2017-11-01,2017-11-04,130.357,135.677
255,AMT_130583,0.3877551020408163,2018-02-27,AMT,2018-02-28,2018-03-03,128.324,124.238
256,AMT_133304,0.2571428571428571,2018-05-01,AMT,2018-05-02,2018-05-05,122.698,126.113
257,AMT_137430,0.3968253968253968,2018-07-31,AMT,2018-08-01,2018-08-04,135.558,138.548
258,AMT_141647,0.3214285714285714,2018-10-30,AMT,2018-10-31,2018-11-03,147.687,143.719
259,AMT_147700,0.56,2019-02-27,AMT,2019-02-28,2019-03-03,160.131,166.803
260,AMT_150928,0.4,2019-05-03,AMT,2019-05-04,2019-05-07,179.435,177.007
261,AMT_154901,0.303030303030303,2019-07-31,AMT,2019-08-01,2019-08-04,196.764,200.317
262,AMT_159335,0.2941176470588235,2019-10-31,AMT,2019-11-01,2019-11-04,206.12,198.52
263,AMT_164846,0.0,2020-02-25,AMT,2020-02-26,2020-02-29,232.528,227.447
264,AMT_167435,0.6190476190476191,2020-04-29,AMT,2020-04-30,2020-05-03,222.098,224.466
265,AMT_171955,0.3333333333333333,2020-07-30,AMT,2020-07-31,2020-08-03,249.552,244.431
